x0,x1,x2,label
-40.714950,-35.296893,-10.710844,1.000000
-36.771768,-70.850312,-52.297397,-1.000000
-71.462900,-44.308762,-17.918230,1.000000
-25.247266,-62.941190,-41.943273,-1.000000
-22.711390,-90.716539,-34.992488,1.000000
-63.612558,-47.331975,-58.133197,-1.000000
-14.121164,-68.381086,-56.211094,1.000000
-7.217915,-83.049388,-61.655495,-1.000000
-34.942151,-29.684156,-9.114379,1.000000
6.824257,-39.843619,-12.771070,-1.000000
10.569560,-39.251644,-22.457219,-1.000000
-8.694803,-78.751242,-63.591225,-1.000000
-46.255798,-69.168813,-51.738551,-1.000000
-23.834225,-55.146364,-45.091110,-1.000000
-6.340265,-5.387283,52.164321,-1.000000
-30.967225,-40.907940,39.557583,1.000000
-43.077925,-68.498384,-52.401826,-1.000000
-14.852979,-60.972571,-54.519779,1.000000
-6.345920,-80.064030,-60.050538,-1.000000
-48.883098,-35.721346,-8.499222,-1.000000
-33.057338,-22.835483,-35.659190,-1.000000
-57.859473,-73.911013,-53.520891,1.000000
-30.662185,-18.204220,-43.207712,-1.000000
-50.395945,-11.624020,36.685066,1.000000
-14.029028,-23.159741,15.112886,-1.000000
-41.284682,-66.524898,-50.916847,-1.000000
-60.931662,-47.012692,-51.440706,-1.000000
-21.845536,-47.617169,40.055154,1.000000
-22.077921,-93.604121,-38.631046,1.000000
-16.778127,-66.209589,-54.036784,1.000000
-46.677806,-57.362654,-46.409874,1.000000
-28.938069,-44.322039,9.289325,1.000000
-49.806594,-32.580684,-7.652062,-1.000000
-9.955445,-76.904936,-53.584576,-1.000000
-5.360656,-8.599867,42.035902,-1.000000
-66.560519,-61.178424,-52.826204,-1.000000
-23.497516,-52.529456,-45.768877,-1.000000
-45.121757,-67.777947,-54.702211,-1.000000
-26.860566,-40.283756,40.086587,1.000000
-40.827539,-69.412560,-52.299259,-1.000000
-7.794470,-11.385734,46.946870,-1.000000
-29.733295,-20.982293,-35.573189,-1.000000
-19.197937,-63.056130,-55.586493,1.000000
-40.543766,-70.078802,-49.803177,-1.000000
-22.611081,-61.867948,-46.640905,-1.000000
-49.982277,-10.604445,36.124751,1.000000
-8.466910,-78.755914,-61.967618,-1.000000
-12.148341,-80.574348,-54.484847,-1.000000
-71.446941,-36.703050,-14.120488,1.000000
-33.178765,-46.928957,1.628352,1.000000
-14.906787,-59.407856,-54.865783,1.000000
-18.380171,-67.321806,-51.443054,1.000000
-28.794235,-18.492840,-34.951164,-1.000000
8.554700,-35.615928,-14.477520,-1.000000
-16.342801,-66.074548,-55.430593,1.000000
6.005051,-47.234624,-14.296845,-1.000000
10.245101,-38.863320,-12.513636,-1.000000
-43.627300,-75.428989,-54.607603,-1.000000
-26.090162,-67.282304,-42.982777,-1.000000
-62.653654,-52.102800,-57.855357,-1.000000
-40.272762,-50.517984,-43.377515,1.000000
-41.469841,-70.688503,-46.573045,-1.000000
-49.165684,-9.384756,34.201713,1.000000
-53.594406,-74.543192,-46.303387,1.000000
-28.519235,-54.345743,5.355274,1.000000
-7.138155,-8.384379,42.340562,-1.000000
-27.219715,-16.820130,-32.817985,-1.000000
-45.417591,-64.804032,-50.194345,-1.000000
