x,y,label
0.015236,1.122603,0.000000
-0.051999,-0.135166,0.000000
0.037523,-1.159040,0.000000
0.047028,0.406092,0.000000
-0.097552,-0.907513,0.000000
-0.065109,-1.011645,0.000000
0.006392,-1.158902,0.000000
-0.015812,0.921873,0.000000
-0.000840,-1.090093,0.000000
-0.042652,0.102369,0.000000
0.043970,-0.043150,0.000000
0.038890,0.973473,0.000000
0.003302,0.980888,0.000000
0.056362,1.011599,0.000000
0.023375,-0.245439,0.000000
-0.042965,-0.081084,0.000000
0.018438,0.766557,0.000000
-0.047944,-0.913099,0.000000
0.043923,-0.921205,0.000000
-0.002496,0.992701,0.000000
-0.009243,-1.122931,0.000000
-0.034046,-0.244798,0.000000
0.061127,-0.727995,0.000000
-0.007726,-0.992972,0.000000
-0.021416,1.109854,0.000000
-0.017607,-0.786976,0.000000
0.026615,-0.174846,0.000000
0.018272,-0.563774,0.000000
0.020637,0.014838,0.000000
0.021541,0.627005,0.000000
0.107082,0.370392,0.000000
-0.020321,0.182861,0.000000
-0.025612,0.000229,0.000000
-0.040689,-0.881571,0.000000
0.030799,-0.239776,0.000000
0.056449,0.971032,0.000000
-0.005697,0.728850,0.000000
-0.042008,-1.034490,0.000000
-0.041224,0.866218,0.000000
0.032530,0.779006,0.000000
0.037163,0.695918,0.000000
0.027158,0.771544,0.000000
-0.033275,1.141911,0.000000
0.011608,-1.066897,0.000000
0.005834,-0.293061,0.000000
0.010934,1.095669,0.000000
0.043571,0.132619,0.000000
0.011180,0.423719,0.000000
0.033946,-0.363525,0.000000
0.003379,-0.685596,0.000000
0.014456,1.205668,0.000000
0.031564,-0.311690,0.000000
-0.072858,0.145309,0.000000
-0.015984,-0.554182,0.000000
-0.023519,1.085525,0.000000
-0.031944,-0.568301,0.000000
-0.013757,1.030116,0.000000
0.074747,-0.520023,0.000000
-0.043292,1.078653,0.000000
0.048414,-0.331010,0.000000
-0.084143,0.886156,0.000000
-0.016744,0.247784,0.000000
0.008138,-0.962116,0.000000
0.029311,-0.510635,0.000000
0.035561,0.626893,0.000000
0.039667,0.366995,0.000000
-0.017436,-0.352729,0.000000
-0.023118,-0.761602,0.000000
0.042899,0.759915,0.000000
-0.009565,0.312151,0.000000
-0.063784,0.438700,0.000000
-0.056664,-0.054601,0.000000
-0.045973,-0.367994,0.000000
0.024858,-0.276313,0.000000
0.007121,-1.134893,0.000000
0.034524,1.049958,0.000000
-0.021363,-0.299364,0.000000
0.007927,-0.053193,0.000000
0.031280,-0.316005,0.000000
-0.015467,-0.358648,0.000000
0.022839,0.460483,0.000000
-0.033096,0.413985,0.000000
-0.018153,0.755776,0.000000
-0.019087,-1.021903,0.000000
-0.059792,0.912013,0.000000
0.024349,1.125132,0.000000
-0.023470,1.156243,0.000000
0.000625,-0.861123,0.000000
0.024037,-0.037881,0.000000
0.022327,1.017471,0.000000
0.033269,0.635125,0.000000
-0.004924,-1.038928,0.000000
-0.021165,0.898780,0.000000
-0.003986,0.805726,0.000000
-0.084367,0.653628,0.000000
-0.072356,-0.222177,0.000000
-0.066135,0.320829,0.000000
-0.049862,0.512716,0.000000
0.019989,-0.268927,0.000000
-0.045274,0.676410,0.000000
-0.018908,-0.560742,0.000000
0.064961,-0.772714,0.000000
-0.017813,0.875918,0.000000
0.036876,-0.409400,0.000000
-0.046681,-1.057170,0.000000
-0.010272,0.787654,0.000000
-0.047501,0.723040,0.000000
-0.016952,0.707220,0.000000
0.042015,-0.386306,0.000000
-0.086366,0.230580,0.000000
0.021721,-1.160803,0.000000
0.011887,-1.231097,0.000000
-0.029707,-0.579729,0.000000
-0.072303,0.034228,0.000000
0.003606,0.227537,0.000000
-0.026475,-0.886723,0.000000
0.011634,0.896506,0.000000
0.001093,1.068942,0.000000
0.080089,-0.951559,0.000000
-0.011968,0.799448,0.000000
-0.051175,0.267019,0.000000
0.008964,-0.029361,0.000000
0.011000,-0.034922,0.000000
0.067959,0.589785,0.000000
0.041756,-0.710439,0.000000
0.017844,0.265739,0.000000
0.073165,-0.606999,0.000000
-0.059438,-0.995123,0.000000
-0.031988,0.117154,0.000000
-0.046329,-0.557040,0.000000
-0.019490,0.599736,0.000000
-0.068834,0.380665,0.000000
0.031758,-0.630422,0.000000
-0.011111,0.829048,0.000000
-0.073540,-0.360592,0.000000
-0.050779,0.516604,0.000000
0.015676,-0.570762,0.000000
0.041906,-0.729342,0.000000
0.099837,0.890614,0.000000
0.145693,0.999999,0.000000
0.020720,-0.329807,0.000000
-0.049477,-0.445816,0.000000
-0.106602,0.494593,0.000000
0.013386,-0.636525,0.000000
-0.040647,0.851562,0.000000
-0.020768,-1.171695,0.000000
-0.030605,-0.869223,0.000000
-0.007040,-0.886681,0.000000
0.053299,-0.443991,0.000000
0.007852,0.871705,0.000000
-0.007932,0.318752,0.000000
-0.051783,-0.943455,0.000000
-0.083734,-0.999981,0.000000
-0.024315,-0.506606,0.000000
-0.002689,0.331663,0.000000
0.088396,0.215936,0.000000
0.006514,-0.943378,0.000000
0.049137,0.623262,0.000000
-0.024965,0.324253,0.000000
-0.059247,1.133811,0.000000
-0.048256,0.152416,0.000000
-0.036261,-0.419555,0.000000
0.106423,-0.879636,0.000000
-0.041069,1.032519,0.000000
0.041924,-1.096372,0.000000
-0.045146,-0.363488,0.000000
0.046579,0.053540,0.000000
0.019248,0.154881,0.000000
-0.007832,0.176055,0.000000
-0.002038,0.498712,0.000000
-0.032739,-0.886282,0.000000
0.022304,0.532950,0.000000
-0.022749,0.903716,0.000000
-0.061280,-1.136690,0.000000
-0.063897,-1.130262,0.000000
0.008629,1.208454,0.000000
0.078955,-0.493267,0.000000
0.008000,-0.069483,0.000000
-0.005932,-0.444242,0.000000
0.014291,0.084351,0.000000
0.065300,0.494732,0.000000
0.010969,0.632808,0.000000
-0.020546,-0.360684,0.000000
0.055314,-0.580078,0.000000
0.021438,0.157429,0.000000
0.076788,-0.286246,0.000000
0.009162,0.271431,0.000000
-0.061223,0.286048,0.000000
-0.068408,0.918636,0.000000
0.082546,-1.176693,0.000000
0.086183,-0.943881,0.000000
-0.008976,0.724718,0.000000
-0.019159,0.208837,0.000000
0.073072,-1.054666,0.000000
-0.055352,1.061553,0.000000
-0.044736,0.403734,0.000000
0.032166,-0.032353,0.000000
-0.019730,0.666731,0.000000
-0.000256,0.229132,0.000000
-0.008172,-0.294573,0.000000
0.016879,-0.495607,0.000000
0.070374,-0.132438,0.000000
0.004529,-0.072836,0.000000
0.032197,0.491177,0.000000
-0.102509,-0.067863,0.000000
-0.002436,-1.168254,0.000000
-0.042162,0.439575,0.000000
-0.060941,-1.035971,0.000000
-0.043908,0.836461,0.000000
-0.016706,0.480600,0.000000
0.045795,0.268874,0.000000
-0.066320,-0.085110,0.000000
0.001532,-0.776144,0.000000
-0.024208,0.386714,0.000000
-0.016384,-0.959927,0.000000
0.050138,0.239233,0.000000
0.026906,-0.769449,0.000000
0.066870,0.204069,0.000000
-0.007725,-0.844778,0.000000
-0.034797,-0.927802,0.000000
-0.011193,-0.067776,0.000000
0.012125,0.534031,0.000000
0.008829,-0.598436,0.000000
-0.054219,-0.024376,0.000000
0.004524,0.718040,0.000000
0.011411,0.110710,0.000000
0.125874,0.251748,0.000000
0.093842,-0.662212,0.000000
-0.042662,-0.867887,0.000000
-0.014369,-0.838173,0.000000
-0.073172,1.151258,0.000000
-0.029535,-1.004986,0.000000
0.015780,-0.865696,0.000000
0.060293,-0.692913,0.000000
-0.036454,0.694037,0.000000
-0.032707,-0.233839,0.000000
-0.107364,0.726460,0.000000
-0.008133,-0.187843,0.000000
-0.053121,0.723954,0.000000
-0.026472,0.969567,0.000000
-0.043843,-0.129440,0.000000
-0.004713,1.155286,0.000000
-0.087886,1.078556,0.000000
-0.073352,-1.155420,0.000000
0.106462,0.159683,0.000000
-0.064371,0.357429,0.000000
-0.054839,0.828538,0.000000
0.091846,0.422511,0.000000
0.145253,0.433076,0.000000
-0.058578,-0.490077,0.000000
-0.018412,0.764191,0.000000
0.017078,-1.092310,0.000000
0.086435,0.367273,0.000000
-0.049343,-0.695774,0.000000
-0.012264,0.619425,0.000000
0.038867,0.744947,0.000000
0.021738,-0.770961,0.000000
-0.018808,0.749255,0.000000
-0.006691,0.787945,0.000000
-0.068745,-1.096925,0.000000
-0.011909,-0.172769,0.000000
-0.013319,-0.762898,0.000000
0.011608,-0.905752,0.000000
-0.027766,0.760291,0.000000
0.023577,-0.502529,0.000000
0.050636,0.313760,0.000000
0.007771,-1.185134,0.000000
0.017588,-0.982856,0.000000
0.002658,0.227164,0.000000
0.000004,-0.338358,0.000000
-0.036078,0.912410,0.000000
0.015825,-1.026572,0.000000
-0.004864,0.293669,0.000000
0.104658,0.515729,0.000000
0.078668,0.259376,0.000000
0.019292,0.442857,0.000000
-0.038153,-0.591020,0.000000
-0.055621,0.625358,0.000000
0.059557,0.110079,0.000000
0.013137,0.711202,0.000000
0.024007,-0.906783,0.000000
-0.087229,-0.890951,0.000000
0.046372,-0.251463,0.000000
0.022721,-0.266890,0.000000
-0.055522,-0.887802,0.000000
-0.023576,-1.027455,0.000000
0.013186,-0.998349,0.000000
0.002623,-1.094325,0.000000
-0.014609,-1.073930,0.000000
-0.005174,0.750868,0.000000
-0.012599,1.049605,0.000000
0.007628,-0.199688,0.000000
0.073575,-0.729740,0.000000
-0.128333,-0.421397,0.000000
-0.011843,0.776537,0.000000
0.008826,1.016836,0.000000
0.014800,-0.665449,0.000000
-0.018596,-1.095711,0.000000
-0.087836,-0.447732,0.000000
0.016400,-0.282960,0.000000
0.086368,-1.153456,0.000000
-0.076693,0.435049,0.000000
0.043191,-0.877006,0.000000
-0.016426,-1.036250,0.000000
-0.003066,0.519362,0.000000
-0.052645,0.644040,0.000000
-0.016723,-0.778071,0.000000
0.065002,0.626683,0.000000
0.029133,-0.483056,0.000000
0.086616,-0.463996,0.000000
0.058871,-0.910085,0.000000
0.021954,-0.666581,0.000000
0.087197,-1.086546,0.000000
0.021950,0.387811,0.000000
0.041399,0.844365,0.000000
-0.014829,-1.092993,0.000000
0.003327,-0.597633,0.000000
-0.034871,-0.412674,0.000000
0.049479,-0.258697,0.000000
-0.058915,0.765818,0.000000
0.039118,-1.091559,0.000000
-0.009533,0.335335,0.000000
0.058562,0.080892,0.000000
0.037543,0.821641,0.000000
0.091032,-0.481596,0.000000
0.036539,-0.952153,0.000000
-0.078602,-0.888864,0.000000
-0.003348,0.296860,0.000000
-0.058600,0.091605,0.000000
-0.025914,0.230966,0.000000
0.075561,-0.884441,0.000000
0.031877,-1.116877,0.000000
-0.034947,0.185953,0.000000
-0.050686,-0.974866,0.000000
0.001639,1.012550,0.000000
-0.060828,0.749107,0.000000
-0.033557,-0.800904,0.000000
0.015600,0.215786,0.000000
0.057766,-0.907446,0.000000
0.030438,1.036776,0.000000
-0.114564,0.214648,0.000000
0.015218,-0.462532,0.000000
0.003602,0.424214,0.000000
0.020695,-1.212869,0.000000
0.080810,-0.504501,0.000000
-0.103162,-0.635669,0.000000
-0.029555,-0.341431,0.000000
0.029545,-1.030281,0.000000
-0.079080,1.145780,0.000000
0.073797,-0.054378,0.000000
0.018418,0.844551,0.000000
0.042329,-1.064609,0.000000
-0.028547,0.834087,0.000000
0.040688,0.387358,0.000000
0.053424,0.387932,0.000000
0.011644,0.725917,0.000000
0.011720,0.071220,0.000000
0.013517,0.322942,0.000000
-0.043167,0.959925,0.000000
-0.007376,-0.932393,0.000000
-0.007626,-1.076426,0.000000
0.019170,1.150598,0.000000
0.049991,0.897745,0.000000
-0.052927,0.055723,0.000000
-0.006250,0.666337,0.000000
0.074073,0.899451,0.000000
-0.037179,-0.040373,0.000000
-0.041113,-0.955965,0.000000
0.010115,-0.043258,0.000000
0.042219,-0.359350,0.000000
0.000571,-1.157956,0.000000
0.066448,1.084928,0.000000
0.042840,0.494410,0.000000
0.042091,0.679257,0.000000
0.027706,0.201904,0.000000
0.116383,-0.535990,0.000000
-0.010258,0.189805,0.000000
-0.100176,0.449779,0.000000
0.080213,0.216899,0.000000
-0.022885,-0.887131,0.000000
0.005394,0.724412,0.000000
0.065478,-0.498665,0.000000
-0.080113,-0.258281,0.000000
-0.062582,0.126699,0.000000
-0.080064,1.121169,0.000000
-0.039707,-0.420944,0.000000
0.021982,-1.099979,0.000000
0.026209,1.132572,0.000000
0.013814,1.068842,0.000000
-0.070638,-0.718046,0.000000
-0.115505,0.811596,0.000000
0.002718,0.988404,0.000000
-0.023589,-1.180929,0.000000
0.022969,0.606119,0.000000
0.035098,-0.774740,0.000000
0.006912,0.766104,0.000000
0.038007,-1.141815,0.000000
0.011461,0.482402,0.000000
0.026503,0.758789,0.000000
-0.035234,-1.132570,0.000000
-0.008981,0.594559,0.000000
0.009839,-0.866557,0.000000
0.041026,-1.019029,0.000000
-0.019687,1.019622,0.000000
0.026058,0.981949,0.000000
-0.013292,0.563588,0.000000
-0.005877,0.958016,0.000000
0.041476,-1.177557,0.000000
-0.099653,0.011473,0.000000
-0.064824,0.899072,0.000000
-0.074109,0.929438,0.000000
-0.116681,-0.308294,0.000000
