x0,x1,x2,label
-16.335880,-30.978995,6.635146,-1.000000
-5.532947,-67.441666,-51.666630,1.000000
-20.105930,-50.922971,35.977206,-1.000000
-19.800844,-51.101557,46.598003,1.000000
-66.264747,-56.864832,-54.637629,1.000000
-58.143289,-12.761498,44.744824,1.000000
-75.493166,-50.646705,-54.920378,-1.000000
-55.996119,-9.492714,38.319302,1.000000
-60.817647,-42.175243,26.960265,-1.000000
-24.600686,-74.342233,-30.978468,1.000000
-40.212683,-98.894576,-35.563036,1.000000
-31.191987,-36.313685,-12.779604,1.000000
-58.750077,-84.082896,-43.345690,1.000000
-65.023022,-57.444213,-52.255397,1.000000
10.660083,-38.596018,-16.712338,-1.000000
-7.272444,-9.475772,53.510549,-1.000000
-36.068583,-19.288891,-31.730198,-1.000000
-53.543574,-7.456534,37.263089,1.000000
-56.804988,-75.171840,-51.533718,-1.000000
-0.427985,-10.651309,49.834095,-1.000000
-42.027626,-70.709638,-59.417368,-1.000000
-9.627122,-86.970418,-58.660723,-1.000000
-78.819544,-32.314420,-13.094485,1.000000
-64.829775,-59.659632,-54.442487,1.000000
6.584789,-42.307903,-15.936585,-1.000000
-43.766152,-18.834184,31.310629,1.000000
-39.958628,-95.090212,-36.666881,1.000000
11.038097,-37.056021,-15.760071,-1.000000
-5.254877,-14.260669,45.302345,-1.000000
-12.291309,-67.453051,-55.943473,1.000000
-2.297402,-6.324161,44.963844,-1.000000
-30.851334,-29.369013,-12.358635,1.000000
-37.253687,-91.648310,-36.294096,1.000000
-79.694431,-30.352940,-18.717321,1.000000
-28.637156,-77.723057,-32.290675,-1.000000
-39.253227,-97.209284,-31.933475,1.000000
-33.826857,-24.252084,-33.060368,-1.000000
-28.231237,-69.860506,-30.769478,1.000000
-58.730076,-84.759876,-41.032787,1.000000
-23.676738,-33.449117,-9.821494,1.000000
-55.284060,-22.548773,-6.171486,-1.000000
-75.846125,-49.131536,-61.430342,-1.000000
-35.102505,-95.087079,-41.009624,1.000000
-20.614885,-48.359741,48.644409,1.000000
-34.660520,-19.084009,-33.287295,-1.000000
-30.654396,-77.974910,-27.717014,1.000000
-18.627664,-28.150693,9.771750,-1.000000
-56.834972,-10.126001,33.532520,1.000000
-43.030844,-45.521504,10.162182,1.000000
-82.090315,-33.253920,-14.218673,1.000000
-65.646704,-59.195499,-54.180066,1.000000
-38.366603,-98.662663,-41.205884,1.000000
-1.705374,-12.489252,46.431308,-1.000000
-36.326511,-24.097605,-28.829298,-1.000000
-15.805883,-25.268784,8.800283,-1.000000
-59.140821,-62.984569,-57.279406,1.000000
-62.525130,-25.729962,-5.362309,-1.000000
-57.978616,-51.672567,27.843399,1.000000
-21.638625,-74.802114,-23.815515,-1.000000
-64.355459,-38.494470,23.288448,-1.000000
-37.741717,-94.834363,-40.047033,1.000000
-56.806661,-36.430538,32.207459,-1.000000
-69.821838,-52.590236,-59.957856,-1.000000
-45.877711,-23.812676,31.765441,1.000000
-24.485640,-79.950315,-26.345256,-1.000000
-35.545813,-67.570747,-42.309972,-1.000000
-8.391355,-72.667082,-58.393591,1.000000
-55.978437,-12.207778,36.424450,1.000000
-64.124802,-59.357667,-53.532608,1.000000
-5.468509,-16.000120,46.560475,-1.000000
-25.465306,-79.693517,-28.202540,-1.000000
-2.622328,-13.734592,51.956181,-1.000000
-37.698960,-28.038193,26.239685,1.000000
-41.856752,-22.831587,30.365253,1.000000
-34.397439,-38.650939,-7.882489,1.000000
-31.669924,-63.715612,-49.072771,-1.000000
-22.044993,-49.079959,42.614741,1.000000
-41.961923,-51.227495,6.371073,1.000000
-27.283805,-72.821612,-31.557788,1.000000
-45.338791,-19.114329,31.458646,1.000000
-49.938724,-46.341401,5.286815,1.000000
-28.137480,-81.100546,-23.007301,-1.000000
-41.655157,-23.024699,-29.431293,-1.000000
-51.008645,-85.446648,-45.264465,1.000000
-63.855941,-55.903421,-56.890428,1.000000
-62.317324,-22.903634,-5.325611,-1.000000
-38.605034,-98.883263,-41.121455,1.000000
-32.699559,-23.039160,-37.176120,-1.000000
-17.412172,-31.339799,11.721624,-1.000000
-4.761667,-8.300106,50.234684,-1.000000
-36.710077,-93.164991,-39.230487,1.000000
-77.007104,-35.860383,-12.721455,1.000000
-19.440375,-45.860457,45.220200,1.000000
-61.141198,-46.807358,19.762325,1.000000
-32.479383,-23.336932,-30.943688,-1.000000
-60.877125,-48.143705,25.094544,1.000000
-16.373830,-57.566535,37.485684,-1.000000
-54.415484,-87.091237,-45.216987,1.000000
-48.017218,-52.461345,9.617336,1.000000
-17.191848,-55.669255,32.294530,-1.000000
-19.972880,-70.260555,-26.581436,1.000000
-21.929206,-51.597586,42.448531,1.000000
-60.824237,-59.934334,-54.049144,1.000000
-81.512539,-35.244568,-13.956971,1.000000
-46.781568,-46.679439,8.295537,1.000000
3.562425,-37.195508,-20.199040,-1.000000
-34.188168,-20.931183,-37.782788,-1.000000
-64.422045,-58.903817,-55.117486,1.000000
-62.868438,-26.208624,-13.812707,-1.000000
-31.067071,-21.941603,-34.029575,-1.000000
2.012724,-46.659640,-15.388156,-1.000000
-54.587075,-12.984319,37.756883,1.000000
10.454211,-42.549392,-17.316477,-1.000000
-62.328840,-44.168982,31.607017,-1.000000
14.190097,-41.583784,-13.127812,-1.000000
-77.558354,-58.123466,-56.574464,-1.000000
-13.885124,-71.182829,-60.761572,1.000000
-52.618163,-81.028718,-42.943325,1.000000
-12.212551,-80.488175,-65.733653,-1.000000
-74.146145,-52.435894,-57.665826,-1.000000
-26.808038,-30.184786,-10.460310,1.000000
-17.939459,-46.965369,44.347787,1.000000
-54.898483,-45.043334,23.642632,1.000000
-83.011872,-34.378198,-14.791967,1.000000
